filename,target,kfold
img0_6_0.png,6,0
img0_6_90.png,6,0
img0_6_180.png,6,0
img0_6_270.png,6,0
img1_4_0.png,4,0
img1_4_90.png,4,0
img1_4_180.png,4,0
img1_4_270.png,4,0
img2_0_0.png,0,0
img2_0_90.png,0,0
img2_0_180.png,0,0
img2_0_270.png,0,0
img3_1_0.png,1,0
img3_1_90.png,1,0
img3_1_180.png,1,0
img3_1_270.png,1,0
img4_2_0.png,2,0
img4_2_90.png,2,0
img4_2_180.png,2,0
img4_2_270.png,2,0
img5_7_0.png,7,0
img5_7_90.png,7,0
img5_7_180.png,7,0
img5_7_270.png,7,0
img6_3_0.png,3,0
img6_3_90.png,3,0
img6_3_180.png,3,0
img6_3_270.png,3,0
img7_5_0.png,5,0
img7_5_90.png,5,0
img7_5_180.png,5,0
img7_5_270.png,5,0
img8_6_0.png,6,0
img8_6_90.png,6,0
img8_6_180.png,6,0
img8_6_270.png,6,0
img9_5_0.png,5,0
img9_5_90.png,5,0
img9_5_180.png,5,0
img9_5_270.png,5,0
img10_7_0.png,7,0
img10_7_90.png,7,0
img10_7_180.png,7,0
img10_7_270.png,7,0
img11_4_0.png,4,0
img11_4_90.png,4,0
img11_4_180.png,4,0
img11_4_270.png,4,0
img12_0_0.png,0,0
img12_0_90.png,0,0
img12_0_180.png,0,0
img12_0_270.png,0,0
img13_7_0.png,7,0
img13_7_90.png,7,0
img13_7_180.png,7,0
img13_7_270.png,7,0
img14_3_0.png,3,0
img14_3_90.png,3,0
img14_3_180.png,3,0
img14_3_270.png,3,0
img15_6_0.png,6,0
img15_6_90.png,6,0
img15_6_180.png,6,0
img15_6_270.png,6,0
img16_4_0.png,4,0
img16_4_90.png,4,0
img16_4_180.png,4,0
img16_4_270.png,4,0
img17_4_0.png,4,0
img17_4_90.png,4,0
img17_4_180.png,4,0
img17_4_270.png,4,0
img18_8_0.png,8,0
img18_8_90.png,8,0
img18_8_180.png,8,0
img18_8_270.png,8,0
img19_1_0.png,1,0
img19_1_90.png,1,0
img19_1_180.png,1,0
img19_1_270.png,1,0
img20_2_0.png,2,0
img20_2_90.png,2,0
img20_2_180.png,2,0
img20_2_270.png,2,0
img21_6_0.png,6,0
img21_6_90.png,6,0
img21_6_180.png,6,0
img21_6_270.png,6,0
img22_0_0.png,0,0
img22_0_90.png,0,0
img22_0_180.png,0,0
img22_0_270.png,0,0
img23_2_0.png,2,0
img23_2_90.png,2,0
img23_2_180.png,2,0
img23_2_270.png,2,0
img24_5_0.png,5,0
img24_5_90.png,5,0
img24_5_180.png,5,0
img24_5_270.png,5,0
img25_6_0.png,6,0
img25_6_90.png,6,0
img25_6_180.png,6,0
img25_6_270.png,6,0
img26_6_0.png,6,0
img26_6_90.png,6,0
img26_6_180.png,6,0
img26_6_270.png,6,0
img27_7_0.png,7,0
img27_7_90.png,7,0
img27_7_180.png,7,0
img27_7_270.png,7,0
img28_4_0.png,4,0
img28_4_90.png,4,0
img28_4_180.png,4,0
img28_4_270.png,4,0
img29_2_0.png,2,0
img29_2_90.png,2,0
img29_2_180.png,2,0
img29_2_270.png,2,0
img30_0_0.png,0,0
img30_0_90.png,0,0
img30_0_180.png,0,0
img30_0_270.png,0,0
img31_5_0.png,5,0
img31_5_90.png,5,0
img31_5_180.png,5,0
img31_5_270.png,5,0
img32_7_0.png,7,0
img32_7_90.png,7,0
img32_7_180.png,7,0
img32_7_270.png,7,0
img33_2_0.png,2,0
img33_2_90.png,2,0
img33_2_180.png,2,0
img33_2_270.png,2,0
img34_0_0.png,0,0
img34_0_90.png,0,0
img34_0_180.png,0,0
img34_0_270.png,0,0
img35_7_0.png,7,0
img35_7_90.png,7,0
img35_7_180.png,7,0
img35_7_270.png,7,0
img36_3_0.png,3,0
img36_3_90.png,3,0
img36_3_180.png,3,0
img36_3_270.png,3,0
img37_5_0.png,5,0
img37_5_90.png,5,0
img37_5_180.png,5,0
img37_5_270.png,5,0
img38_5_0.png,5,0
img38_5_90.png,5,0
img38_5_180.png,5,0
img38_5_270.png,5,0
img39_2_0.png,2,0
img39_2_90.png,2,0
img39_2_180.png,2,0
img39_2_270.png,2,0
img40_5_0.png,5,0
img40_5_90.png,5,0
img40_5_180.png,5,0
img40_5_270.png,5,0
img41_3_0.png,3,0
img41_3_90.png,3,0
img41_3_180.png,3,0
img41_3_270.png,3,0
img42_2_0.png,2,0
img42_2_90.png,2,0
img42_2_180.png,2,0
img42_2_270.png,2,0
img43_6_0.png,6,0
img43_6_90.png,6,0
img43_6_180.png,6,0
img43_6_270.png,6,0
img44_2_0.png,2,0
img44_2_90.png,2,0
img44_2_180.png,2,0
img44_2_270.png,2,0
img45_8_0.png,8,0
img45_8_90.png,8,0
img45_8_180.png,8,0
img45_8_270.png,8,0
img46_8_0.png,8,0
img46_8_90.png,8,0
img46_8_180.png,8,0
img46_8_270.png,8,0
img47_5_0.png,5,0
img47_5_90.png,5,0
img47_5_180.png,5,0
img47_5_270.png,5,0
img48_5_0.png,5,0
img48_5_90.png,5,0
img48_5_180.png,5,0
img48_5_270.png,5,0
img49_6_0.png,6,0
img49_6_90.png,6,0
img49_6_180.png,6,0
img49_6_270.png,6,0
img50_7_0.png,7,0
img50_7_90.png,7,0
img50_7_180.png,7,0
img50_7_270.png,7,0
img51_0_0.png,0,0
img51_0_90.png,0,0
img51_0_180.png,0,0
img51_0_270.png,0,0
img52_5_0.png,5,0
img52_5_90.png,5,0
img52_5_180.png,5,0
img52_5_270.png,5,0
img53_6_0.png,6,0
img53_6_90.png,6,0
img53_6_180.png,6,0
img53_6_270.png,6,0
img54_5_0.png,5,0
img54_5_90.png,5,0
